Filename,Sample ID,Mass (g),Sample type,Unique ID,Site,Cyromazine,Acephate,Dinotefuran,Thiabendazole,Thiamethoxam,Clothianidin,Mevinphos,Imidacloprid,Acetamiprid,Flupyradifurone,Thiacloprid,Sulfoxaflor,Tebuthiuron,Prometon,Cyanazine,Thiophanate-methyl,Ametryn,Methoprotryne,Bendiocarb,Malaoxon,Carbofuran,Pyrimethanil,Carbaryl,Fluometuron,Atrazine,Hydroxychlorothalonil ,Sulfentrazone,Diuron,Metalaxyl,Cyantraniliprole,Metobromuron,Prometryn,Terbutryn,Metazachlor,Clomazone,Propazine,Chlorantraniliprole,Methiocarb,Phenmedipham,Fluazifop,Flumioxazin,Fludioxonil,Cyprodinil,Spirotetramat,Phosmet,Bromuconazole,Azoxystrobin,Myclobutanil,Fenamidone,Triadimefon,Boscalid,Fluxapyroxad,Mandipropamid,Fenhexamid,Napropamide,Fluopicolide,Tetraconazole,Tebuconazole,Spinosad,Fluopyram,Methoxyfenozide,Diflubenzuron,Fenbuconazole,Metolachlor,Metconazole,Flufenacet,Dimoxystrobin,Propiconazole,Fluoxastrobin,Fumagillin,Tebufenozide,Spinetoram,Triflumizole,Fipronil,Picoxystrobin,Difenoconazole,Penthiopyrad,Coumaphos,Pyraclostrobin,Thiobencarb,Hexaflumuron,Profenophos,Cyflufenamid,Indoxacarb,Trifloxystrobin,Piperonyl butoxide,Tetramethrin,Fluazinam,Chlorpyrifos,Fenpyroximate,Amitraz,Avermectin B1a,Number of Pesticides Per Sample,ppb
2020nov10_USDA_fungicides_2019_sample_059,Wax_08,4.76,Bumble bee wax,,BakersAcres,0,0,0,0,0.9,1.5,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.4,0,0,6.6,0,0,2,0,0,0,0,0,0,0,0.2,5,0,0,0,0,0,12.9,0,0,0,0.5,0,0,0,0,43.2,0.3,0,0,0,0,2,0,0.1,0.5,0,0.6,16,0,0,0,2,0,0,0,0,0,0,0.1,91.3,0,0,60,0,0,0,0,0,194.3,0.8,0,0,0,0,0,0,23,441.7
2020nov10_USDA_fungicides_2019_sample_181,Pollen_17,3.77,Honey bee pollen,,BakersAcres,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0.4,0,0,0,0,0,63.4,0,0,0,0,0,0,0,7,79.8
2020nov10_USDA_fungicides_2019_sample_195,Nectar_10,5.02,Nectar,,BakersAcres,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,4,1.9
2020nov10_USDA_fungicides_2019_sample_230,Apple flower_23,1.75,Apple flower,,BakersAcres,0,0,0,0.5,0,0,0,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,1000,0,0,0,3.8,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,5.4,0.5,0,0,0,0,0,0,0,0,0,0,0,3378.3,0,0,17.6,0,0,0,0,3,4416.7,0,0,0,0,0,0,0,15,8852.6
2020nov10_USDA_fungicides_2019_sample_231,Apple flower_24,1.21,Apple flower,,BakersAcres,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,624.4,0,0,0,2.9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3.5,0.5,0,0,0,0,0,0,0,0,0,0,0,3123.4,0,0,12.9,0,0,0,0,0,3412.6,0,0,0,0,0,0,0,12,7198.8
2020nov10_USDA_fungicides_2019_sample_274,Dandelion flower_25,3.61,Dandelion flower,,BakersAcres,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,66.6,0,0,0,0.6,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,2.3,0.5,0,0,0,0,0,0,0,0,0,0,0,457.7,0,0,1.7,0,0,0,0,0,1258.5,0,0,0,0,0,0,0,12,1794.4
2020nov10_USDA_fungicides_2019_sample_275,Dandelion flower_26,3.39,Dandelion flower,,BakersAcres,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,61.7,0,0,0,0.6,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,439.4,0,0,1.1,0,0,0,0,0,1171,0,0,0,0,0,0,0,11,1678.5
2020nov10_USDA_fungicides_2019_sample_031,Mason bee pollen_15,0.507,Mason bee pollen provision,,BakersAcres,0,0,0,0.1,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,5.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.21,1,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,44.3,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,2,0,0,0,0,0,2.4,0,0,0,0,0,0,0.21,14,61.4
2020nov10_USDA_fungicides_2019_sample_037,Bumblebee Queen_03,0.53,Bombus impatiens queen,BA517.CUBI1,BakersAcres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6,0,0,0.3,0,0,0,0,0,152.7,0,0,0,0,0,0,0,6,208.9
2020nov10_USDA_fungicides_2019_sample_075,Xylocopa_03,0.305,Xylocopa virginica,BA517.PMXV1,BakersAcres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0.4,0,0,0,0,0,43.2,0,0,0,0,0,0,0,4,59.8
2020nov10_USDA_fungicides_2019_sample_092,Bumblebee worker_07,0.115,Bombus impatiens worker,,BakersAcres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0.7,0,0,0,0,0,0.7,0,0,0,0,0,0,0,6,2.6
2020nov10_USDA_fungicides_2019_sample_135,Small Andrena_12,0.021,Andrena sp.,BA520.NBAS1,BakersAcres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,3,11.6
2020nov10_USDA_fungicides_2019_sample_145,Large Andrena_21,0.102,Andrena (Melandrena),BA520.PMAM1,BakersAcres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0.04,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,6,25.9
2020nov10_USDA_fungicides_2019_sample_060,Wax_09,5.01,Bumble bee wax,,BlackDiamond,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.3,88.1,0,2.2,0,0,0,0,2.4,0,0,0,0,0,0.2,11.5,0,0,0,0,0,20.1,0,0,0,0.3,0,0,0,0,4.9,0.3,0,0,0,0,2,0,0.1,0.4,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0.3,121.9,1.8,0,5.5,0,0,0,0,87.2,9.9,0.6,0,0,30.5,0,0,0,24,394.8
2020nov10_USDA_fungicides_2019_sample_174,Pollen_10,3.56,Honey bee pollen,,BlackDiamond,0,0,0,0,0.5,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.8,0,1.7,0,0,0,0,2.1,0,0,0,0,0,0,4.3,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,17.5,1,0,8.7,0,0,0,0,0,0.5,0,0,0,30,0,0,0,14,89.4
2020nov10_USDA_fungicides_2019_sample_187,Nectar_02,5.01,Nectar,,BlackDiamond,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.8
2020nov10_USDA_fungicides_2019_sample_209,Apple flower_03,1.69,Apple flower,,BlackDiamond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,8.3,0,0,0,0,0,0,0.8,0,0,0,0,0,1000,0,0,0,0.4,0,0,0,0,29.8,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2620.8,10.4,0,28.9,0,0,0,0,0,0.5,0,0,0,66.7,0,0,0,13,3768.5
2020nov10_USDA_fungicides_2019_sample_210,Apple flower_04,1.69,Apple flower,,BlackDiamond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2.4,0,0,0,0,74.2,0,0,0,0,0,0,4.1,0,0,0,0,0,1000,0,0,0,0.2,0,0,0,0,196.9,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,10000,80.7,0,192.7,0,0,0,0,0,0.9,0,0,0,185.3,0,0,0,14,11739.5
2020nov10_USDA_fungicides_2019_sample_272,Dandelion flower_23,2.1,Dandelion flower,,BlackDiamond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0.6,0,0,0,0,4.3,0,0,0,0,0,0,0.8,0,0,0,0,0,195.2,0,0,0,0,0,0,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,534.5,8,0,4.7,0,0,0,0,0,0.2,0,0,0,116.8,0,0,0,12,888.7
2020nov10_USDA_fungicides_2019_sample_273,Dandelion flower_24,1.96,Dandelion flower,,BlackDiamond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.6,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,122.5,0,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,416.8,5,0,2.1,0,0,0,0,0,0.2,0,0,0,80.3,0,0,0,11,648.1
2020nov10_USDA_fungicides_2019_sample_027,Mason bee pollen_11,0.506,Mason bee pollen provision,,BlackDiamond,0,0,0,0.01,0.6,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.7,0,2.8,0,0,0,0,0,0,0,0,0,0,0.01,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15.8
2020nov10_USDA_fungicides_2019_sample_044,Bumblebee Queen_10,0.444,Bombus impatiens queen,BD516.PMBI1,BlackDiamond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,1.2,0,0,0,0,0,0,0.5,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,4,0.6,0,1.7,0,0,0,0,0,0,0,0,0,2.1,0,0,0,10,13.1
2020nov10_USDA_fungicides_2019_sample_081,Xylocopa_09,0.5,Xylocopa virginica,BD516.PKXV1,BlackDiamond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.9,0,0,0,0,0,0,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0.2,0,4.7,0,0,0,0,0,0.2,0,0,0,0,0,0,0,9,17.4
2020nov10_USDA_fungicides_2019_sample_095,Bumblebee worker_10,0.139,Bombus impatiens worker,,BlackDiamond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,5,4.6
2020nov10_USDA_fungicides_2019_sample_120,Honeybee worker_14,0.094,Apis mellifera worker,,BlackDiamond,0,0,0,0,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.9
2020nov10_USDA_fungicides_2019_sample_126,Small Andrena_03,0.044,Andrena sp.,BD516.CUAS1,BlackDiamond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.01,0,8.8,0,0,0,0,0,1.7,0,0,0,0,0,0,0,7,14.7
2020nov10_USDA_fungicides_2019_sample_157,Large Andrena_33,0.085,Andrena (Melandrena),BD516.CUAM1,BlackDiamond,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.6,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30.1
2020nov10_USDA_fungicides_2019_sample_066,Wax_15,4.99,Bumble bee wax,,ChipBailey,0,0,0,0,0,0,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.8,0.8,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,5.8,0,0,0,0.3,0,0,0,0,12.2,0.3,0,0,0,0,2,0,7.4,1,0,1,0.8,0,0,0,2,0,0,0,0,0,0,0.2,63.6,2.3,0,11.4,0,0,0,0,0,152,1.3,0,1,50.3,0,0,0,24,319.2
2020nov10_USDA_fungicides_2019_sample_179,Pollen_15,4.05,Honey bee pollen,,ChipBailey,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1.4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,25.7,0,0,0,0,0,0,0,0,35.9,0,0,0,0,0,0,0,0.1,0,0,0.8,2.5,0,0,0,0,0,0,0,0,0,0,0,141.3,0,0,27.1,0,0,0,0,0,0.9,0,0,0,218,0,0,0,13,455.4
2020nov10_USDA_fungicides_2019_sample_188,Nectar_03,3.94,Nectar,,ChipBailey,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.1
2020nov10_USDA_fungicides_2019_sample_207,Apple flower_01,1.63,Apple flower,,ChipBailey,0,0,0,6.4,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0.2,0,0,0,0,13.8,0,0,0,0,0,0,0,0.3,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,20.4,0,0,10,0,0,0,0,0,0.2,0,0,0,0,0,0,0,13,71.3
2020nov10_USDA_fungicides_2019_sample_208,Apple flower_02,1.34,Apple flower,,ChipBailey,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,0,0,0.2,0,0,0,0,8.3,0,0,0,0,0,0,0,0.3,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,31.8,0,0,5.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,11,69.4
2020nov10_USDA_fungicides_2019_sample_251,Dandelion flower_03,1.5,Dandelion flower,,ChipBailey,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0.9,0,0,0,0,6.3,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27.4
2020nov10_USDA_fungicides_2019_sample_252,Dandelion flower_04,2.32,Dandelion flower,,ChipBailey,0,0,3.6,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,4.5,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,3.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,12,34.4
2020nov10_USDA_fungicides_2019_sample_017,Mason bee pollen_01,0.492,Mason bee pollen provision,,ChipBailey,0,0,0,0,0.6,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.06,0,1.2,0.7,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,18.7,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,70,0,0,0.07,1.4,0,0,0,0,0,0,0,0,0,0,0,83.6,0.5,0,3.8,0,0,0,0,0,700,0,0,0,16.9,0,0,0,17,904.5
2020nov10_USDA_fungicides_2019_sample_105,Bumblebee worker_20,0.18,Bombus impatiens worker,,ChipBailey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.2,0,0,0,0,0,2.2,0,0,0,0,0,0,0,4,4.5
2020nov10_USDA_fungicides_2019_sample_116,Honeybee worker_10,0.078,Apis mellifera worker,,ChipBailey,0,0,0,0,57,0,0,83.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0.6,0,0,0,0,0,138.7,0,0,0,0,0,0,0,9,326.4
2020nov10_USDA_fungicides_2019_sample_159,Large Andrena_35,0.092,Andrena (Melandrena),CB531.CUAM1,ChipBailey,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,2.9,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0.01,0,0,0,0,0,13.4,0,0,0,0,0,0,0,10,22.9
2020nov10_USDA_fungicides_2019_sample_053,Wax_02,5.02,Bumble bee wax,,CUOrchard,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.5,34.4,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,104.5,0,0,0,0.1,0,0,0,0,0,0.4,0,0,0,0,2,0,0.1,0.5,0,0,0.8,0,0,0,0,0,0,0,0.5,0,0,0.2,26.5,0.2,0,2,0,0,0,0,30.1,0.5,0.7,0,0,0,0.5,0,0,21,206.4
